From,To,Count
2315,2974,5
2317,1648,4
2318,2318,2
2318,6398,2
2319,200,6
2319,505,9
2319,1816,8
2319,1883,3
2319,2319,6
2319,2544,3
2319,2916,8
2319,4234,11
2319,4600,2
2319,5989,3
2320,5508,6
2321,2530,2
2321,5508,2
2322,253,4
2322,1069,3
2322,2350,7
2322,2572,3
2322,3885,6
2322,5214,13
2322,5293,1
2322,6414,3
2323,280,1
2323,464,1
2324,544,27
2324,1043,3
2324,1400,3
2324,1652,18
2324,2572,2
2324,4469,6
2324,4471,3
2325,370,12
2325,790,12
2325,1843,12
2325,2325,2
2325,3118,4
2325,5268,2
2326,1692,2
2328,6509,6
2329,321,3
2329,1649,3
2329,2651,3
2329,4816,3
2329,5297,3
2329,5461,6
2330,489,4
2330,700,4
2330,4385,5
2330,5297,4
2331,2138,12
2331,2512,9
2331,2561,2
2331,2749,3
2331,3416,3
2331,3677,6
2331,4196,2
2331,5025,12
2331,5910,11
2331,6414,21
2331,6533,6
2331,6534,12
2333,846,5
2333,858,10
2333,1847,16
2333,2345,2
2333,3960,6
2333,4698,1
2334,1374,3
2334,5315,3
2335,354,2
2335,1014,3
2335,2562,2
2335,2651,3
2335,2765,7
2335,3073,1
2335,3245,12
2335,4942,7
2335,5078,2
2335,5731,3
2335,5989,3
2336,2336,1
2336,4072,2
2338,2749,2
2338,3416,2
2338,5193,2
2339,1072,6
2339,1745,4
2339,2218,4
2339,5109,6
2340,2719,12
2341,1553,2
2341,4621,2
2342,1106,1
2342,2553,6
2342,3416,4
2342,5193,3
2342,5693,1
2343,1010,1
2343,1341,4
2343,1800,3
2343,1847,4
2343,2186,1
2343,2343,6
2343,2987,1
2343,3343,1
2343,3994,13
2343,4126,2
2343,4183,1
2343,4855,1
2343,4906,1
2343,5508,4
2343,6312,1
2343,6538,3
2344,4189,4
2345,288,1
2345,321,2
2345,544,6
2345,846,2
2345,1388,1
2345,1405,6
2345,1426,1
2345,2077,1
2345,2199,1
2345,2273,8
2345,2345,2
2345,2497,5
2345,2512,1
2345,2536,1
2345,2538,1
2345,2665,2
2345,2709,1
2345,2716,3
2345,2770,1
2345,3039,1
2345,3252,5
2345,3280,1
2345,3703,2
2345,3862,3
2345,4123,1
2345,4159,2
2345,5049,1
2345,5055,1
2345,5312,3
2345,5314,3
2345,5529,1
2345,5900,1
2345,5963,4
2345,6103,1
2345,6115,1
2345,6414,3
2345,6574,3
2346,321,7
2346,1919,4
2346,2291,7
2346,3862,7
2346,6055,2
2347,1052,7
2347,1426,2
2347,3450,2
2347,4072,10
2347,6055,22
2347,6306,2
2348,1026,4
2350,171,2
2350,489,2
2350,782,4
2350,1419,7
2350,1558,5
2350,1649,11
2350,2231,2
2350,2248,3
2350,2276,2
2350,2350,2
2350,2397,9
2350,2565,7
2350,2572,70
2350,2607,7
2350,2626,1
2350,2671,6
2350,2707,1
2350,2719,56
2350,3183,6
2350,3537,7
2350,3714,4
2350,3797,3
2350,3806,3
2350,3958,4
2350,4060,8
2350,4116,14
2350,4234,2
2350,4362,2
2350,4441,6
2350,4501,5
2350,4509,6
2350,4840,6
2350,5122,3
2350,5214,30
2350,5293,5
2350,5307,2
2350,5318,8
2350,5354,4
2350,5485,9
2350,5554,2
2350,5562,3
2350,5583,6
2350,5635,7
2350,5886,2
2350,5895,1
2350,5910,18
2350,5947,2
2350,5982,17
2350,6045,2
2350,6105,6
2350,6397,2
2350,6434,3
2350,6445,1
2350,6457,9
2351,706,1
2351,2382,1
2351,2609,9
2351,2973,10
2351,3009,2
2351,3330,9
2351,3605,1
2351,3896,1
2351,5044,1
2351,6123,1
2352,1710,3
2352,2572,1
2352,3344,4
2352,3379,1
2352,3714,1
2352,5120,1
2352,5817,4
2352,5880,1
2353,2353,1
2353,2749,3
2354,4034,3
2354,4794,3
2355,2214,2
2355,2710,1
2355,3416,2
2355,3774,2
2355,3802,1
2355,5068,2
2355,6222,1
2356,1458,8
2356,2512,3
2356,3003,1
2356,3039,13
2356,3862,9
2356,4609,1
2356,6060,3
2356,6092,1
2356,6434,3
2356,6543,1
2357,5340,1
2358,686,9
2358,1026,24
2358,1123,3
2358,2948,3
2359,2299,2
2359,3343,11
2360,5508,1
2360,5838,1
2361,1419,1
2361,2291,2
2361,2361,1
2361,2553,4
2361,3061,1
2361,3405,1
2361,3416,1
2362,2291,1
2362,2749,4
2363,321,2
2363,3203,1
2363,3712,5
2363,3787,1
2363,3862,2
2363,4039,1
2363,4072,5
2363,5516,1
2363,6055,2
2364,193,6
2364,556,1
2364,652,3
2364,763,3
2364,794,2
2364,1026,2
2364,1374,15
2364,1594,6
2364,1801,5
2364,2092,1
2364,2289,1
2364,2364,10
2364,2728,2
2364,3039,6
2364,3303,7
2364,3312,7
2364,3794,2
2364,3862,1
2364,3903,2
2364,4303,6
2364,4309,1
2364,4420,6
2364,4784,8
2364,4815,2
2364,4862,1
2364,4886,2
2364,5075,7
2364,5250,4
2364,5283,1
2364,5290,2
2364,5315,17
2364,5325,6
2364,5428,6
2364,5451,3
2364,5461,11
2364,5576,11
2364,5707,2
2364,5731,1
2364,5977,2
2364,6048,2
2364,6239,2
2364,6266,3
2364,6314,3
2364,6404,2
2365,609,4
2365,835,1
2365,1009,1
2365,1041,2
2365,1313,1
2365,1588,4
2365,2064,32
2365,2365,32
2365,2407,35
2365,3529,1
2365,3583,1
2365,3721,1
2365,4033,9
2365,4172,26
2365,4442,9
2365,4825,1
2365,4943,1
2365,5284,2
2365,5467,33
2365,5603,8
2365,5921,1
2365,6179,6
2365,6241,11
2365,6422,2
2366,6055,2
2367,249,1
2367,291,1
2367,6414,3
2368,142,2
2368,544,1
2368,617,3
2368,969,1
2368,1024,1
2368,1327,1
2368,1330,6
2368,1419,5
2368,1423,1
2368,1785,4
2368,1863,1
2368,2208,12
2368,2607,5
2368,2721,5
2368,2766,1
2368,2979,33
2368,3162,2
2368,3343,76
2368,3449,1
2368,3830,4
2368,3862,4
2368,4011,1
2368,4657,1
2368,4709,3
2368,4758,22
2368,5048,1
2368,5118,10
2368,5382,2
2368,5410,1
2368,5567,3
2368,5871,2
2368,6061,1
2368,6244,2
2368,6252,4
2368,6442,1
2368,6504,1
2369,2194,1
2369,3990,1
2369,4673,1
2369,4887,1
2369,5122,1
2369,5211,22
2369,5551,2
2369,5800,3
2370,3837,2
2370,5098,2
2370,5193,2
2371,206,4
2371,213,3
2371,749,18
2371,1919,15
2371,3028,5
2371,3124,3
2371,3447,3
2371,3699,6
2371,5925,3
2371,6414,13
2371,6593,3
2372,136,1
2372,383,1
2372,488,1
2372,556,5
2372,600,4
2372,652,46
2372,722,14
2372,730,7
2372,794,4
2372,873,4
2372,930,3
2372,1224,3
2372,1341,1
2372,1364,3
2372,1374,6
2372,1426,1
2372,1706,2
2372,2068,2
2372,2074,1
2372,2078,7
2372,2570,31
2372,2581,1
2372,2612,2
2372,2709,1
2372,2761,8
2372,2765,7
2372,3000,1
2372,3433,1
2372,3457,2
2372,3546,6
2372,3717,1
2372,3751,3
2372,3862,1
2372,3903,5
2372,4152,40
2372,4201,1
2372,4274,1
2372,4382,1
2372,4504,1
2372,4816,6
2372,5355,1
2372,5461,88
2372,5688,3
2372,5829,1
2372,5876,3
2372,5977,3
2372,5989,3
2372,5994,6
2372,6174,4
2372,6225,4
2372,6271,1
2372,6378,1
2372,6595,3
2373,5508,4
2374,1870,6
2375,265,1
2375,2208,1
2375,4077,16
2375,6147,9
2375,6345,2
2376,1026,30
2376,2246,24
2376,4132,21
2376,4503,6
2376,5283,9
2376,6404,3
2376,6444,36
2377,768,3
2377,1426,2
2377,1449,3
2377,5461,2
2377,5574,4
2379,247,4
2379,1374,12
2379,1413,6
2379,2208,2
2379,3652,4
2379,3788,2
2379,4151,4
2379,4784,9
2379,5803,6
2380,2774,3
2380,4431,3
2381,2719,4
2382,706,4
2382,2351,2
2382,2382,5
2382,2704,1
2382,2826,3
2382,3009,6
2382,3896,4
2382,4129,1
2382,5691,2
2382,6123,1
2382,6222,3
2383,2553,1
2383,2749,7
2383,3416,1
2383,5222,3
2383,5817,1
2384,2384,7
2384,5214,3
2385,1367,2
2385,2517,1
2385,5297,1
2385,5340,1
2385,5868,2
2385,6289,2
2386,512,4
2387,5214,6
2388,1562,6
2388,2997,6
2388,3001,30
2388,3029,12
2388,3127,6
2388,4060,12
2388,4275,12
2388,4766,18
2388,5910,18
2390,596,5
2390,4938,5
2392,2392,6
2392,2749,9
2393,6246,2
2394,373,3
2394,476,3
2394,493,5
2394,536,3
2394,2282,3
2394,3270,3
2394,3306,6
2394,3343,17
2394,3778,9
2394,5375,12
2394,5692,3
2394,6523,3
2395,697,1
2395,2575,1
2395,2626,1
2395,2767,1
2395,2831,1
2395,2880,1
2395,3039,8
2395,3128,1
2395,3454,5
2395,4761,1
2395,6445,1
2396,5095,1
2397,583,3
2397,1455,1
2397,2692,4
2397,2719,4
2397,3366,1
2397,4840,19
2397,5214,2
2398,1026,21
2398,3456,21
2400,1374,6
2401,3039,3
2401,3487,4
2401,6048,1
2402,6055,2
2404,3682,1
2404,6289,5
2405,749,3
2405,1919,3
2405,3699,1
2407,196,1
2407,266,9
2407,376,6
2407,432,2
2407,602,6
2407,609,3
2407,835,6
2407,1009,1
2407,1052,2
2407,1313,1
2407,1323,1
2407,1350,1
2407,1461,2
2407,1469,1
2407,1538,3
2407,1588,2
2407,1661,3
2407,1796,1
2407,2064,1
2407,2172,4
2407,2262,4
2407,2365,4
2407,2508,1
2407,2549,1
2407,2746,2
2407,2783,3
2407,2818,1
2407,3296,1
2407,3316,1
2407,3318,1
2407,3531,1
2407,3555,1
2407,3583,3
2407,3712,1
2407,3721,3
2407,3786,4
2407,4033,11
2407,4041,3
2407,4250,1
2407,4363,1
2407,4436,9
2407,4490,1
2407,4500,1
2407,4515,3
2407,4716,1
2407,4755,1
2407,4839,1
2407,4896,1
2407,5131,1
2407,5467,1
2407,5811,7
2407,5815,3
2407,5839,2
2407,5861,7
2407,5914,1
2407,6001,1
2407,6025,1
2407,6179,1
2407,6185,1
2407,6241,4
2407,6422,3
2408,1760,6
2408,2692,2
2409,609,1
2409,3296,3
2409,3721,1
2409,5508,8
2410,541,3
2410,2454,19
2410,2661,3
2410,2722,24
2410,2739,3
2410,3439,11
2410,3571,3
2410,4034,96
2410,4076,36
2410,4190,3
2410,6254,6
2411,5286,4
2412,652,4
2412,722,3
2412,1374,2
2412,1594,6
2412,2364,6
2412,2765,4
2412,3717,3
2412,5315,13
2413,168,32
2413,301,17
2413,331,28
2413,382,11
2413,519,4
2413,729,7
2413,1540,1
2413,1847,8
2413,1971,14
2413,2069,20
2413,2082,8
2413,2208,2
2413,2289,6
2413,2413,6
2413,2618,6
2413,2951,2
2413,3862,1
2413,3999,6
2413,4039,13
2413,4072,2
2413,4126,67
2413,5156,15
2413,5287,65
2413,5465,109
2413,5508,8
2413,5838,1
2413,5967,113
2413,6004,15
2413,6055,1
2414,6055,14
2415,846,2
2415,1796,2
2415,2092,2
2415,3450,3
2415,3476,2
2415,4072,12
2416,756,3
2416,1341,13
2416,3667,9
2416,3862,1
2416,4670,4
2416,5371,3
2416,5412,6
2417,124,2
2417,448,1
2417,1342,1
2417,1367,1
2417,1925,1
2417,2148,1
2417,2234,1
2417,2885,1
2417,4505,2
2417,5032,3
2419,3343,1
2421,807,2
2421,2651,1
2423,159,9
2423,247,3
2423,1137,3
2423,1327,2
2423,1374,6
2423,2142,3
2423,2188,3
2423,2526,6
2423,3284,3
2423,3783,6
2423,4147,3
2423,4784,6
2423,5250,9
2423,5708,6
2424,560,3
2424,1069,1
2424,1404,2
2424,1694,6
2424,2084,3
2424,2572,10
2424,2601,3
2424,2718,3
2424,3040,3
2424,3067,6
2424,3454,13
2424,4020,25
2424,4082,9
2424,4304,12
2424,4602,3
2424,5214,28
2424,5513,3
2424,5886,6
2424,5910,11
2424,6252,2
2425,1072,4
2425,1847,30
2425,2409,4
2426,595,2
2426,649,5
2426,1820,5
2426,3015,3
2426,5340,1
2426,6289,1
2427,489,4
2428,2553,1
2428,2862,6
2429,1026,2
2429,1753,1
2429,2974,1
2431,1042,2
2431,2208,4
2431,4077,4
2432,191,1
2432,250,1
2432,2512,3
2432,6250,1
2432,6593,1
2433,4968,3
2434,2208,1
2434,3994,5
2435,763,2
2435,2974,1
2435,5046,3
2436,2291,1
2436,2749,2
2436,3416,1
2437,5075,3
2437,6314,3
2438,121,12
2438,160,255
2438,235,24
2438,307,25
2438,460,3
2438,475,3
2438,522,4
2438,563,8
2438,650,3
2438,776,6
2438,890,4
2438,1025,67
2438,1042,3
2438,1054,8
2438,1136,4
2438,1168,12
2438,1171,7
2438,1327,6
2438,1392,3
2438,1405,3
2438,1426,9
2438,1546,10
2438,1666,6
2438,1668,3
2438,1849,4
2438,1991,3
2438,2017,6
2438,2049,4
2438,2077,3
2438,2186,32
2438,2190,3
2438,2268,3
2438,2299,3
2438,2458,4
2438,2650,4
2438,2706,7
2438,2709,4
2438,2765,4
2438,2766,7
2438,2774,7
2438,2787,3
2438,2801,3
2438,3003,4
2438,3039,33
2438,3107,4
2438,3245,8
2438,3248,3
2438,3456,7
2438,3635,22
2438,3830,7
2438,3862,10
2438,3898,3
2438,3964,7
2438,4108,8
2438,4160,4
2438,4420,4
2438,4438,4
2438,4504,7
2438,4780,5
2438,4791,3
2438,4844,10
2438,4864,3
2438,4902,3
2438,4932,5
2438,4941,15
2438,5048,24
2438,5120,3
2438,5215,33
2438,5304,7
2438,5481,4
2438,5576,8
2438,5698,4
2438,5841,19
2438,5929,3
2438,6011,3
2438,6087,7
2438,6185,10
2438,6246,4
2438,6266,4
2440,1383,2
2440,1753,1
2440,1777,2
2440,1919,1
2440,6273,2
2441,93,2
2441,127,2
2441,129,2
2441,463,2
2441,1415,2
2441,4214,1
2441,4972,2
2441,5259,2
2441,5638,1
2441,6211,2
2441,6394,2
2442,2442,8
2443,3452,16
2444,1449,4
2444,4072,4
2444,4194,2
2444,4912,2
2444,4951,2
2444,6055,5
2445,1021,2
2445,3107,6
2446,1327,2
2446,1847,4
2446,2208,4
2446,3343,3
2446,4072,2
2446,4136,3
2446,5213,4
2446,6509,6
2448,2208,1
2448,2719,8
2448,2749,1
2448,3170,2
2449,2186,1
2449,3028,6
2449,5841,1
2450,2449,3
2451,5917,2
2452,1648,5
2453,661,6
2453,4039,8
2454,2410,15
2454,3416,1
2454,4025,2
2454,4034,19
2454,4076,15
2455,1026,3
2455,1127,4
2455,2598,6
2455,3712,4
2455,4815,6
2455,4942,3
2455,6055,4
2455,6277,6
2456,1014,6
2456,1120,6
2456,1392,12
2456,1413,12
2456,3245,17
2456,5807,6
2457,544,2
2458,198,3
2458,235,4
2458,293,15
2458,307,15
2458,321,10
2458,489,6
2458,522,9
2458,592,6
2458,696,15
2458,753,1
2458,1042,1
2458,1221,9
2458,1374,2
2458,1546,1
2458,1742,91
2458,1961,2
2458,2076,15
2458,2084,3
2458,2438,4
2458,2478,4
2458,2598,9
2458,2650,24
2458,2651,6
2458,2664,74
2458,3003,109
2458,3028,11
2458,3039,4
2458,3213,3
2458,3225,6
2458,3325,1
2458,3377,25
2458,3420,6
2458,3483,3
2458,3618,19
2458,3628,9
2458,3635,4
2458,3881,6
2458,4069,6
2458,4176,2
2458,4189,20
2458,4420,35
2458,4428,82
2458,4499,35
2458,4517,8
2458,4628,16
2458,4893,1
2458,4934,1
2458,4941,22
2458,5284,3
2458,5383,5
2458,5576,4
2458,5803,2
2458,5836,1
2458,5989,9
2458,6246,24
2458,6277,5
2459,3818,3
2459,4297,1
2459,4662,3
2460,2979,13
2461,544,3
2461,3343,3
2462,2208,2
2462,5508,2
2463,5508,6
2464,2749,1
2464,4108,1
2464,5908,1
2466,2979,9
2467,1961,6
2467,3658,8
2469,1760,27
2470,1384,1
2470,3444,2
2470,3774,2
2470,4390,2
2471,5508,106
2474,1760,5
2475,1026,4
2475,1384,8
2475,1648,17
2475,2512,34
2475,3245,12
2475,3444,3
2475,3496,27
2475,3774,29
2475,4390,28
2475,5696,32
2476,2749,4
2477,5508,5
2478,1374,3
2478,1961,9
2478,4072,6
2478,5340,3
2478,5925,6
2478,6414,18
2479,488,7
2480,1026,40
2480,3186,3
2481,397,1
2481,488,3
2481,563,6
2481,794,3
2481,2731,1
2481,2877,3
2481,3783,3
2481,4061,5
2481,4093,1
2481,4938,6
2481,5212,3
2481,5461,13
2481,5856,3
2481,5977,3
2482,544,3
2485,2512,3
2486,1961,3
2488,321,1
2489,2417,1
2491,1026,5
2492,370,1
2492,753,1
2492,884,1
2492,1592,3
2492,2044,6
2492,2521,9
2492,3061,3
2492,3206,3
2492,4583,3
2492,4658,6
2492,4915,3
2492,5214,6
2494,606,4
2494,1847,2
2494,2076,2
2494,2186,3
2494,2291,1
2494,2512,4
2494,2749,2
2494,3039,3
2494,3186,1
2494,3343,3
2494,3416,1
2494,3444,1
2494,3608,4
2494,4077,3
2494,4176,3
2494,4382,15
2494,4390,3
2494,5222,1
2494,5286,7
2494,5696,4
2494,6055,1
2495,259,3
2495,466,4
2495,747,3
2495,1392,6
2495,1413,15
2495,1742,3
2495,1961,20
2495,2528,3
2495,2765,2
2495,3073,15
2495,3245,33
2495,3527,9
2495,3577,3
2495,3878,3
2495,3979,1
2495,4942,34
2495,5713,3
2495,5989,6
2495,6403,6
2495,6529,17
2496,991,1
2496,3174,1
2496,3416,1
2497,250,14
2497,352,8
2497,536,6
2497,538,16
2497,1224,7
2497,1424,1
2497,1426,8
2497,2273,2
2497,2333,3
2497,2345,16
2497,2497,16
2497,2512,3
2497,2536,21
2497,2538,4
2497,2735,4
2497,3003,26
2497,3124,1
2497,3416,2
2497,3467,4
2497,4428,26
2497,5314,1
2497,5361,3
2497,5580,14
2497,5725,6
2497,5900,1
2497,6061,1
2497,6246,14
2497,6252,1
2497,6261,8
2497,6378,9
2497,6414,19
2498,606,1
2498,1375,1
2498,1710,1
2498,2208,2
2498,2572,2
2498,2719,4
2498,3444,1
2498,3982,1
2498,5318,2
2498,5354,2
2498,6255,2
2499,2271,3
2499,2499,12
2499,3124,3
2500,4382,2
2500,5696,1
2501,917,46
2501,2305,23
2501,3343,48
2502,1023,3
2502,1026,3
2504,1648,1
2504,4954,1
2504,5465,6
2504,5467,1
2504,5795,1
2505,1742,3
2505,4512,3
2506,828,2
2506,2719,2
2507,1367,1
2507,5214,3
2508,2407,1
2508,4515,1
2508,5329,9
2509,1026,5
2511,1942,1
2511,2553,44
2511,5276,1
2511,5370,1
2511,5967,2
2512,141,1
2512,191,2
2512,250,2
2512,266,3
2512,297,1
2512,316,1
2512,331,1
2512,352,6
2512,383,16
2512,399,1
2512,417,8
2512,442,3
2512,620,9
2512,658,8
2512,676,1
2512,768,1
2512,895,1
2512,903,1
2512,1020,2
2512,1071,1
2512,1073,4
2512,1106,1
2512,1130,1
2512,1136,1
2512,1309,1
2512,1310,1
2512,1430,1
2512,1434,1
2512,1458,3
2512,1773,1
2512,1818,10
2512,1938,4
2512,1971,1
2512,1991,1
2512,2174,1
2512,2229,5
2512,2279,1
2512,2291,4
2512,2331,5
2512,2345,1
2512,2405,1
2512,2497,1
2512,2512,17
2512,2529,2
2512,2583,3
2512,2607,1
2512,2638,2
2512,2665,3
2512,2749,1
2512,2770,1
2512,2787,1
2512,2795,1
2512,2842,1
2512,2877,6
2512,2941,1
2512,2952,2
2512,2972,1
2512,3039,8
2512,3088,1
2512,3117,1
2512,3123,5
2512,3124,1
2512,3128,1
2512,3215,3
2512,3285,1
2512,3377,1
2512,3464,3
2512,3496,2
2512,3550,1
2512,3596,3
2512,3635,1
2512,3707,3
2512,3726,2
2512,3862,5
2512,4036,1
2512,4099,1
2512,4110,16
2512,4196,11
2512,4201,1
2512,4314,2
2512,4319,1
2512,4360,2
2512,4382,2
2512,4494,1
2512,4504,5
2512,4629,7
2512,4749,2
2512,4850,2
2512,4862,2
2512,4867,1
2512,4871,1
2512,4952,1
2512,4953,11
2512,4958,1
2512,5038,3
2512,5060,9
2512,5094,1
2512,5098,1
2512,5151,3
2512,5193,2
2512,5222,1
2512,5276,1
2512,5312,1
2512,5318,1
2512,5408,1
2512,5444,1
2512,5461,1
2512,5478,7
2512,5586,1
2512,5608,2
2512,5627,2
2512,5640,1
2512,5677,2
2512,5725,70
2512,5772,1
2512,5817,1
2512,5858,1
2512,5884,7
2512,5894,3
2512,6055,1
2512,6060,16
2512,6152,1
2512,6242,4
2512,6250,2
2512,6285,5
2512,6378,18
2512,6395,1
2512,6414,1
2512,6430,442
2512,6432,2
2512,6443,1
2512,6471,4
2512,6472,3
2512,6509,1
2512,6533,11
2512,6559,1
2512,6591,2
2512,6593,13
2512,6598,3
2513,2553,6
2513,3391,6
2513,4049,11
2513,4060,6
2513,4867,4
2513,5164,5
2513,5910,23
2514,3343,6
2515,2650,10
2515,4057,1
2516,5925,6
2516,6414,6
2517,633,1
2517,1367,1
2517,1684,1
2517,2089,1
2517,2517,1
2517,2574,2
2517,3031,4
2517,4588,1
2517,5050,2
2517,5297,1
2517,5691,2
2517,5808,1
2517,6085,1
2519,5411,6
2520,6289,2
2521,4060,6
2521,5214,3
2521,5910,12
2522,2749,5
2522,3416,5
2523,3608,3
2524,4,2
2524,533,4
2524,1106,7
2524,1419,7
2524,1454,2
2524,4382,2
2524,4938,4
2524,5910,7
2524,6179,4
2525,1327,2
2525,1926,14
2525,2208,14
2525,3652,2
2525,4074,6
2526,159,3
2526,354,8
2526,849,3
2526,1291,4
2526,1374,118
2526,2090,3
2526,2137,6
2526,2142,2
2526,2526,3
2526,2614,3
2526,3263,3
2526,3652,3
2526,5305,6
2526,5708,3
2526,5803,6
2526,6239,9
2526,6404,5
2528,776,1
2528,1392,6
2528,1919,3
2528,2765,3
2528,4810,2
2528,4942,10
2528,5046,1
2529,2529,13
2529,3252,2
2529,3695,3
2529,4241,1
2529,5193,3
2529,5461,6
2529,6100,3
2529,6358,4
2530,5508,14
2531,1061,4
2531,2531,2
2531,2719,1
2532,1961,2
2532,2532,6
2532,3245,2
2533,173,5
2533,3343,8
2533,5692,5
2533,6004,3
2534,3069,1
2535,692,9
2535,776,3
2535,1797,54
2535,2535,51
2535,2571,42
2536,321,1
2536,882,1
2536,1126,17
2536,1128,7
2536,1341,1
2536,1355,1
2536,1426,1
2536,1512,4
2536,1648,25
2536,1694,1
2536,1935,4
2536,2159,2
2536,2345,8
2536,2536,2
2536,2636,1
2536,2637,2
2536,2709,1
2536,2979,3
2536,3170,3
2536,3182,15
2536,3352,1
2536,3725,17
2536,3803,4
2536,3830,7
2536,3908,17
2536,3988,8
2536,4169,5
2536,4411,3
2536,4746,14
2536,4804,2
2536,4913,4
2536,5023,1
2536,5118,1
2536,5314,2
2536,5410,7
2536,5418,4
2536,5576,1
2536,5980,1
2536,6179,1
2536,6202,5
2536,6538,1
2537,1426,1
2537,2749,1
2537,3416,5
2537,3471,1
2537,3862,7
2537,5874,4
2538,544,20
2538,1341,1
2538,1648,9
2538,2345,4
2538,2976,1
2538,2979,1
2538,3170,2
2538,4411,1
2538,5314,1
2538,5508,2
2538,5900,1
2539,1331,1
2539,5229,1
2540,153,2
2540,480,1
2540,489,1
2540,729,5
2540,846,1
2540,858,16
2540,1938,5
2540,2187,1
2540,2717,3
2540,2719,2
2540,3028,11
2540,3039,1
2540,3471,4
2540,3613,2
2540,3703,11
2540,3862,22
2540,4852,2
2540,4954,1
2540,5214,3
2540,5428,1
2540,5508,3
2540,5836,1
2540,5838,1
2540,5874,1
2541,595,2
2541,1855,2
2541,2749,1
2541,3416,1
2541,4867,1
2541,5817,2
2542,321,1
2542,3013,1
2542,4303,1
2542,4421,1
2542,6055,8
2543,489,1
2543,3343,2
2543,4077,3
2543,5899,2
2544,103,3
2545,775,2
2545,3127,8
2545,5910,8
2546,696,3
2546,1742,1
2546,2186,1
2546,4108,1
2547,536,3
2547,850,3
2547,858,2
2547,1017,6
2547,1800,2
2547,2553,3
2547,3447,6
2547,6414,9
2547,6500,2
2548,5205,3
2548,5461,13
2548,6092,10
2549,249,2
2549,416,2
2549,2644,3
2549,2871,1
2549,3377,1
2549,4072,14
2549,4442,1
2549,5048,4
2549,5284,1
2549,6179,1
2550,529,1
2550,606,6
2550,977,1
2550,1925,1
2550,2071,1
2550,2208,2
2550,2569,3
2550,2825,3
2550,2874,1
2550,3011,2
2550,3444,3
2550,3774,1
2550,3851,4
2550,4048,4
2550,4054,1
2550,4345,3
2550,5340,26
2550,5358,1
2550,5817,1
2550,5908,10
2550,6289,4
2551,2650,6
2552,1553,1
2552,5211,2
2552,5465,6
2552,5967,6
2552,6055,6
2553,4,1
2553,122,2
2553,124,1
2553,168,1
2553,301,1
2553,358,1
2553,380,1
2553,459,4
2553,630,1
2553,768,1
2553,775,4
2553,874,1
2553,964,5
2553,1106,1
2553,1242,1
2553,1250,1
2553,1434,3
2553,1439,1
2553,1449,3
2553,1710,10
2553,1769,1
2553,1841,1
2553,1843,2
2553,2052,1
2553,2114,3
2553,2291,3
2553,2342,2
2553,2361,2
2553,2511,165
2553,2553,7
2553,2557,1
2553,2613,1
2553,2631,2
2553,2695,17
2553,2721,1
2553,2749,5
2553,2770,1
2553,2780,13
2553,2844,1
2553,2877,1
2553,2908,4
2553,2952,3
2553,2967,4
2553,2987,4
2553,2998,6
2553,3047,5
2553,3113,4
2553,3127,3
2553,3229,5
2553,3257,1
2553,3291,3
2553,3390,6
2553,3416,7
2553,3538,2
2553,3551,5
2553,3764,3
2553,3797,5
2553,3944,8
2553,3960,3
2553,3982,3
2553,4029,6
2553,4036,4
2553,4043,10
2553,4140,1
2553,4146,1
2553,4194,1
2553,4380,1
2553,4382,6
2553,4386,1
2553,4464,2
2553,4626,2
2553,4867,7
2553,4912,2
2553,4994,2
2553,5084,6
2553,5098,1
2553,5153,1
2553,5164,24
2553,5193,1
2553,5196,1
2553,5213,13
2553,5268,2
2553,5270,1
2553,5276,58
2553,5292,5
2553,5316,1
2553,5318,4
2553,5370,1
2553,5660,21
2553,5693,3
2553,5799,1
2553,5833,20
2553,5910,1
2553,6008,2
2553,6288,1
2553,6375,2
2553,6397,5
2554,2719,8
2555,4428,4
2556,3348,2
2556,5508,4
2557,168,2
2557,301,2
2557,476,2
2557,1779,2
2557,2208,2
2557,2557,2
2557,4043,2
2557,4382,2
2557,6101,2
2557,6306,2
2558,1430,1
2558,1553,1
2558,4501,1
2558,6434,1
2559,544,51
2559,1652,6
2559,3858,6
2560,2208,12
2561,1419,3
2561,1692,2
2561,2291,6
2561,2749,1
2561,3001,5
2561,3862,1
2561,5910,8
2562,183,34
2562,1097,24
2562,1389,26
2562,2335,1
2562,3031,2
2562,3245,3
2562,3570,5
2562,4204,2
2563,1026,2
2563,1540,2
2564,858,10
2564,1074,1
2564,1531,2
2564,1637,2
2564,1847,4
2564,2766,22
2564,4043,8
2564,6397,8
2565,2572,2
2565,2774,3
2565,3048,3
2565,3616,3
2565,4431,3
2565,5213,2
2566,1331,1
2566,2566,2
2566,3706,2
2566,6405,1
2567,556,4
2567,895,2
2567,1433,2
2567,1458,1
2567,1460,3
2567,2037,11
2567,2967,7
2567,3061,9
2567,4036,3
2567,4816,3
2567,5206,8
2567,5222,2
2567,5461,21
2567,5731,14
2567,5913,2
2567,6092,4
2568,1684,2
2568,2749,2
2568,5817,2
2569,647,3
2569,649,16
2569,1325,5
2569,1334,2
2569,1408,1
2569,1465,3
2569,1541,1
2569,1710,1
2569,1820,1
2569,2307,3
2569,2569,5
2569,2825,12
2569,3011,15
2569,3033,7
2569,3320,1
2569,3344,3
2569,3444,1
2569,3496,1
2569,3804,8
2569,4773,1
2569,4799,8
2569,4823,4
2569,5303,3
2569,5338,3
2569,5340,86
2569,5679,3
